Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1ixbwbeBi5ufN4noUKmW5a,"0QJIPDAEDILuo8AIq3pMuU","Paper Planes","Kala","M.I.A.",2007-08-20,205200,76,spotify:user:,2024-07-03T04:00:00Z,"escape room,indietronica,new rave",0.447,0.848,2,-6.175,1,0.222,0.033,0.0000746,0.65,0.485,172.253,4
0GegHVxeozw3rdjte45Bfx,"4EVpmkEwrLYEg6jIsiPMIb","White Winter Hymnal","Fleet Foxes","Fleet Foxes",2008-06-03,147026,67,spotify:user:,2024-07-03T04:00:00Z,"chamber pop,folk,indie folk,indie rock,indietronica,modern rock,seattle indie,singer-songwriter,stomp and holler",0.628,0.5,6,-9.66,0,0.0268,0.44,0,0.244,0.68,124.932,4
003vvx7Niy0yvhvHt4a68B,"0C0XlULifJtAgn6ZNCW2eu","Mr. Brightside","Hot Fuss","The Killers",2004,222973,86,spotify:user:,2024-07-03T04:00:00Z,"alternative rock,dance rock,modern rock,permanent wave,rock",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
3SUusuA9jH1v6PVwtYMbdv,"0epOFNiUfyON9EYx7Tpr6V","Last Nite","Is This It","The Strokes",2001-07-30,193373,70,spotify:user:,2024-07-03T04:00:00Z,"alternative rock,garage rock,modern rock,permanent wave,rock",0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,4
4V0x90QcMh4ZxwHzEWOdtK,"5juOkIIy18sFw9L30syt1Z","Feel It All Around","Life of Leisure","Washed Out",2009-09-08,192080,62,spotify:user:,2024-07-03T04:00:00Z,"chillwave,indietronica,neo-synthpop",0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,4
47TQjzeG4KI0XWWb0wkbri,"4LG4Bs1Gadht7TCrMytQUO","Australia","Wincing The Night Away","The Shins",2007-01-23,236711,64,spotify:user:,2024-07-03T04:00:00Z,"albuquerque indie,alternative rock,canadian indie,chamber pop,indie pop,indie rock,modern rock,portland indie,seattle indie,stomp and holler",0.416,0.827,4,-5.177,1,0.0384,0.00428,0.000242,0.277,0.87,169.902,4
4B4vB3oB8csotplfoQcAd6,"3gd8FJtBJtkRxdfbTu19U2","Little Lion Man","Sigh No More","Mumford & Sons",2009-10-02,247002,68,spotify:user:,2024-07-03T04:00:00Z,"modern folk rock,modern rock,neo mellow,stomp and holler,uk americana",0.52,0.496,5,-8.121,1,0.0271,0.0234,0.0000205,0.0905,0.496,138.81,4
29ceu4GvNpnHSfLeBL4O7W,"1xU878Z1QtBldR7ru9owdU","Lasso","Wolfgang Amadeus Phoenix","Phoenix",2009-05-25,167840,57,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,indie rock,modern rock,neo-synthpop,new rave,rock independant francais,shimmer pop",0.641,0.628,11,-7.27,1,0.0351,0.0208,0.000309,0.125,0.946,150.948,4
15WbjBy1bzH1UsUldBwwlW,"4LEiUm1SRbFMgfqnQTwUbQ","Blood Bank","Blood Bank","Bon Iver",2009-01-20,285160,59,spotify:user:,2024-07-03T04:00:00Z,"chamber pop,eau claire indie,indie folk,melancholia,modern rock",0.493,0.372,7,-11.889,1,0.0331,0.964,0.0308,0.117,0.25,116.86,4
20I8RduZC2PWMWTDCZuuAN,"0XNa1vTidXlvJ2gHSsRi4A","Take Me Out","Franz Ferdinand","Franz Ferdinand",2004-02-16,237026,81,spotify:user:,2024-07-03T04:00:00Z,"alternative rock,dance rock,indie rock,modern rock,rock,scottish rock",0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
57i3M29DWoo7RDk0Tf0LZG,"4MSMDY0ClgWqXApU53I1L1","Daylight","Grand","Matt and Kim",2009-01-20,171333,63,spotify:user:,2024-07-03T04:00:00Z,"brooklyn indie,indietronica,modern rock,shimmer pop",0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,4
0NslHuacjxQYfUTOW3HCIV,"4LG4Bs1Gadht7TCrMytQUO","New Slang - 2021 Remaster","Oh, Inverted World (20th Anniversary Remaster)","The Shins",2001-06-19,230866,72,spotify:user:,2024-07-03T04:00:00Z,"albuquerque indie,alternative rock,canadian indie,chamber pop,indie pop,indie rock,modern rock,portland indie,seattle indie,stomp and holler",0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,4
2slll7iPbwCD4IwdgcZN69,"53A0W3U0s8diEn9RhXQhVz","Somewhere Only We Know","Hopes And Fears (Deluxe Edition)","Keane",2004-05-10,237546,70,spotify:user:,2024-07-03T04:00:00Z,"neo mellow,piano rock,pop rock",0.444,0.588,9,-6.748,1,0.0258,0.0575,0.0000098,0.0832,0.333,172.009,4
73M2Vb5MfZh8iGKudkMtlw,"3pTE9iaJTkWns3mxpNQlJV","Always Like This","I Had The Blues But I Shook Them Loose","Bombay Bicycle Club",2009-01-01,245640,59,spotify:user:,2024-07-03T04:00:00Z,"british indie rock,chamber pop,indie rock,indietronica,modern rock,shimmer pop",0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,4
0CSTvWUps1YmpQoXXay9ol,"1moxjboGR7GNWYIMWsRjgG","Cosmic Love","Lungs (Deluxe Edition)","Florence + The Machine",2009,255133,61,spotify:user:,2024-07-03T04:00:00Z,"baroque pop,modern rock,neo mellow,uk alternative pop",0.524,0.803,9,-5.56,0,0.0366,0.145,0.000191,0.115,0.0827,140.003,4
0eBryM7ePQH3Klt3jz8xZd,"5o206eFLx38glA2bb4zqIU","First Day of My Life","I'm Wide Awake, It's Morning","Bright Eyes",2005-01-25,188877,65,spotify:user:,2024-07-03T04:00:00Z,"chamber pop,indie rock,melancholia,omaha indie,stomp and holler",0.596,0.253,1,-14.369,0,0.0349,0.896,0.0000517,0.102,0.368,95.162,4
3KANrKOFYyAxfjQJHkgBdb,"0C0XlULifJtAgn6ZNCW2eu","Smile Like You Mean It","Hot Fuss","The Killers",2004,234106,68,spotify:user:,2024-07-03T04:00:00Z,"alternative rock,dance rock,modern rock,permanent wave,rock",0.346,0.965,3,-4.255,0,0.146,0.000461,0.012,0.214,0.384,125.043,4
1U3BASc885MPCYOzYwOIpO,"1l9d7B8W0IHy3LqWsxP2SH","When I'm Small","Eyelid Movies","Phantogram",2010,249066,61,spotify:user:,2024-07-03T04:00:00Z,"indietronica,metropopolis,neo-synthpop",0.646,0.759,10,-4.34,1,0.0314,0.189,0.0977,0.103,0.423,91.999,4
6ifbPf9vldlIJwYKrBFktx,"6Xb4ezwoAQC4516kI89nWz","Just for Now","Speak for Yourself","Imogen Heap",2005-07-18,180558,55,spotify:user:,2024-07-03T04:00:00Z,"etherpop,metropopolis",0.443,0.367,3,-9.165,1,0.028,0.815,0.00000234,0.129,0.469,149.888,4
2PAhcPwab2sJz340QHtunD,"3MM8mtgFzaEJsqbjZBSsHJ","This Modern Love","Silent Alarm","Bloc Party",2005-03-22,265706,50,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,alternative rock,dance-punk,indie rock,indietronica,modern rock,neo-synthpop,new rave",0.453,0.938,0,-5.344,1,0.0395,0.00306,0.00331,0.132,0.255,160.005,4
1xzsEmaU4IXjvxxwQlA8Lz,"7K3zpFXBvPcvzhj7zlGJdO","Crimewave","Crystal Castles","Crystal Castles",2008-03-18,258453,65,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,bitpop,digital hardcore,indietronica,neo-synthpop,new rave,nintendocore",0.747,0.691,4,-7.533,0,0.0402,0.183,0.0259,0.205,0.887,119.982,4
6vSq5q5DCs1IvwKIq53hj2,"4l1cKWYW591xnwEGxpUg3J","Animal","Miike Snow","Miike Snow",2009-01-01,263426,58,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,electropop,indietronica,neo-synthpop,shimmer pop,swedish electropop,swedish indie pop,swedish synthpop",0.774,0.721,6,-6.662,0,0.0773,0.0126,0.00000649,0.0952,0.654,118.048,4
3IXRdLsQib8m0hBbQpe7T8,"6VDdCwrBM4qQaGxoAyxyJC","Hang Me Up To Dry","Robbers & Cowards","Cold War Kids",2007-05-11,218786,65,spotify:user:,2024-07-03T04:00:00Z,"indie rock,modern alternative rock,modern rock,piano rock,stomp and holler",0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5,4
0ful4PHfTIxzXiZSZsXQ0H,"5BvJzeQpmsdsFp4HGUYUEx","Oxford Comma","Vampire Weekend","Vampire Weekend",2008-01-29,195733,57,spotify:user:,2024-07-03T04:00:00Z,"baroque pop,chamber pop,garage rock,indie rock,indietronica,modern rock",0.692,0.717,0,-4.226,1,0.0498,0.111,0.00123,0.044,0.973,119.902,4
3kMrazSvILsgcwtidZd1Qd,"3K2zB87GZv1krx031en5VA","Bulletproof","La Roux","La Roux",2009,205733,70,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,electropop,indietronica,neo-synthpop",0.674,0.882,3,-2.771,0,0.0477,0.000441,0.0000662,0.068,0.682,123.017,4
5p9XWUdvbUzmPCukOmwoU3,"5zzrJD2jXrE9dZ1AklRFcL","Suddenly I See","Eye To The Telescope","KT Tunstall",2005-01-01,201706,75,spotify:user:,2024-07-03T04:00:00Z,"ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter",0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,4
6i5tYaGlOFDLILEB6HfJAa,"3iOvXCl6edW5Um0fXEBRXy","Islands","xx","The xx",2009-08-18,160720,54,spotify:user:,2024-07-03T04:00:00Z,"downtempo,dream pop,indietronica",0.871,0.472,4,-11.077,1,0.0756,0.74,0.269,0.145,0.707,124.04,4
60okmgzrYnFh2nXfi0XxWR,"78inRkIIF0n9R9I2HPoWP7","When Did Your Heart Go Missing?","Calling The World","Rooney",2007-01-01,213333,47,spotify:user:,2024-07-03T04:00:00Z,"modern power pop",0.598,0.93,9,-4.014,0,0.0466,0.00176,0,0.0353,0.97,175.795,4
0Ensfv1iBDcsOF6xNok14N,"5xeBMeW0YzWIXSVzAxhM8O","Wraith Pinned to the Mist and Other Games","The Sunlandic Twins","of Montreal",2005-04-12,255613,55,spotify:user:,2024-07-03T04:00:00Z,"art pop,baroque pop,dance-punk,elephant 6,indie rock,lo-fi,noise pop",0.868,0.595,5,-9.904,1,0.0478,0.03,0.103,0.154,0.744,121.998,4
6BqWhxll86CGGE6WxgdRqG,"2qlAMLpUyBjZgnzuFXXZXI","Golden Skans","Myths Of The Near Future","Klaxons",2007,165120,61,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,dance-punk,indie rock,modern rock,neo-synthpop,new rave",0.463,0.836,2,-2.776,0,0.0381,0.000418,0.00000738,0.25,0.713,141.955,4
1fXiYSWmkKJfRKMegCkI11,"3gd8FJtBJtkRxdfbTu19U2","I Will Wait","Babel (Deluxe Version)","Mumford & Sons",2012-09-25,276720,67,spotify:user:,2024-07-03T04:00:00Z,"modern folk rock,modern rock,neo mellow,stomp and holler,uk americana",0.478,0.758,1,-5.4,1,0.0331,0.00974,0.00717,0.312,0.452,131.109,4
2cmRpmO04TLaKPzmAzySYZ,"066X20Nz7iquqkkCW6Jxy6","Dance Yrself Clean","This Is Happening","LCD Soundsystem",2010-05-17,536471,61,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,alternative rock,art pop,dance rock,dance-punk,electronic rock,electronica,indie rock,indietronica,neo-synthpop,new rave",0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,4
1yupbrI7ROhigIHpQBevPh,"4MXUO7sVCaFgFjoTI5ox5c","Chicago","Illinois","Sufjan Stevens",2005-07-05,364613,59,spotify:user:,2024-07-03T04:00:00Z,"art pop,baroque pop,chamber pop,indie pop,indie rock,singer-songwriter",0.582,0.464,7,-9.657,1,0.0304,0.585,0,0.0892,0.446,124.97,4
33R3swWziWYmnDYvZqcZVS,"3iOvXCl6edW5Um0fXEBRXy","Crystalised","xx","The xx",2009-08-18,201946,57,spotify:user:,2024-07-03T04:00:00Z,"downtempo,dream pop,indietronica",0.762,0.484,11,-12.368,0,0.0311,0.812,0.389,0.0841,0.415,122.916,4
5yc59J3MR3tVDPTOgwgRI5,"0YrtvWJMgSdVrk3SfNjTbx","Soul Meets Body","Plans","Death Cab for Cutie",2005-08-29,229413,58,spotify:user:,2024-07-03T04:00:00Z,"alternative rock,canadian indie,chamber pop,indie rock,indietronica,modern alternative rock,modern rock,seattle indie,washington indie",0.621,0.853,2,-5.735,0,0.0253,0.0767,0.00000326,0.0893,0.714,128.142,4
4G21jWo0Cm6lOIUNnZ2mUI,"5yV1qdnmxyIYiSFB02wpDj","Such Great Heights - Remastered","Give Up (Deluxe 10th Anniversary Edition)","The Postal Service",2003-02-19,266506,63,spotify:user:,2024-07-03T04:00:00Z,"chamber pop,indie rock,indietronica,seattle indie",0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,4
6HTVZeVQ9J6Uiq6tHESxU9,"5EM6xJN2QNk0cL7EEm9HR9","Welcome Home, Son","Ghost","Radical Face",2007-03-02,287634,67,spotify:user:,2024-07-03T04:00:00Z,"indie folk,jacksonville indie,stomp and holler",0.586,0.494,6,-10.759,1,0.0307,0.723,0.789,0.142,0.401,144.973,3
7jZBPuJmkOsfPkwFD30dAA,"4kwxTgCKMipBKhSnEstNKj","My Girls","Merriweather Post Pavilion","Animal Collective",2009-01-10,340786,53,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,alternative rock,art pop,baltimore indie,chillwave,dance-punk,dream pop,experimental pop,freak folk,indie rock,neo-synthpop,noise pop",0.508,0.953,4,-6.031,0,0.0806,0.256,0.0445,0.929,0.555,119.973,4
0WTq8iUzSlGDAbowEdRKKD,"4kI8Ie27vjvonwaB2ePh8T","People Say","The Satanic Satanist","Portugal. The Man",2009-07-21,179360,52,spotify:user:,2024-07-03T04:00:00Z,"indie rock,indietronica,modern alternative rock,modern rock",0.543,0.768,0,-5.914,1,0.0288,0.0322,0.00000672,0.779,0.681,79.965,4
0Fe3WxeO6lZZxj7ytvbDUh,"1yAwtBaoHLEDWAnWR87hBT","Dashboard","We Were Dead Before The Ship Even Sank","Modest Mouse",2007-03-20,246173,60,spotify:user:,2024-07-03T04:00:00Z,"alternative rock,chamber pop,indie rock,indietronica,modern rock,washington indie",0.639,0.903,11,-5.013,0,0.0371,0.00963,0.0000706,0.174,0.96,135.938,4
3vUn7FE3ZaQgJmkhIrIirF,"3gd8FJtBJtkRxdfbTu19U2","The Cave","Sigh No More","Mumford & Sons",2009-10-02,217984,65,spotify:user:,2024-07-03T04:00:00Z,"modern folk rock,modern rock,neo mellow,stomp and holler,uk americana",0.594,0.51,4,-9.621,1,0.0383,0.047,0.0000727,0.0959,0.368,141.979,4
6ZQgooEk8PvsLxedYaT6Oa,"3g2kUQ6tHLLbmkV7T4GPtL","Across the Universe","Pleasantville -Music From The Motion Picture","Fiona Apple",1998-10-13,307333,58,spotify:user:,2024-07-03T04:00:00Z,"art pop,chamber pop,dark pop,lilith,permanent wave,piano rock,singer-songwriter",0.578,0.481,4,-10.545,1,0.0317,0.431,0.00299,0.0951,0.548,129.881,4
3xKTpGCsafXzV4muM1Hpl3,"6MUyqmIQ35inLjch0YzIEG","Let Go","Details","Frou Frou",2002-01-01,253893,54,spotify:user:,2024-07-03T04:00:00Z,"downtempo,etherpop,metropopolis",0.524,0.559,5,-8.319,1,0.0298,0.185,0.0000594,0.14,0.202,140.043,4
0Z7b5GlC70FAES1YduhhqQ,"59pWgeY26Q6yJy37QvJflh","Rill Rill","Treats","Sleigh Bells",2010-05-11,229893,53,spotify:user:,2024-07-03T04:00:00Z,"brooklyn indie,dance-punk,experimental pop,hyper-rock,indie rock,indie surf,indietronica,neo-synthpop,noise pop,shimmer pop",0.468,0.811,1,-3.44,0,0.0492,0.0384,0.00000146,0.0688,0.793,72.987,4
0A4W1mAnTMVnq4v6SEyAwa,"3wyfo3svXNWnszGAEVey11","Your English Is Good","Elephant Shell","Tokyo Police Club",2008-04-22,191666,44,spotify:user:,2024-07-03T04:00:00Z,"canadian indie,canadian indie rock,indie rock,indietronica,ontario indie",0.598,0.849,2,-4.09,1,0.0467,0.000806,0.000149,0.119,0.676,121.208,4
5VfEuwErhx6X4eaPbyBfyu,"3iOvXCl6edW5Um0fXEBRXy","Intro","xx","The xx",2009-08-18,127920,62,spotify:user:,2024-07-03T04:00:00Z,"downtempo,dream pop,indietronica",0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,4
0vfWzo75MKGYiQSiT5jEzt,"6Xb4ezwoAQC4516kI89nWz","Goodnight and Go","Speak for Yourself","Imogen Heap",2005-07-18,232571,45,spotify:user:,2024-07-03T04:00:00Z,"etherpop,metropopolis",0.609,0.651,1,-9.703,1,0.0302,0.35,0.0000251,0.0794,0.505,109.981,4
2cOCunrzyHVpTrTwSIKRbt,"4l1cKWYW591xnwEGxpUg3J","Black & Blue","Miike Snow (Deluxe Edition)","Miike Snow",2009,219733,46,spotify:user:,2024-07-03T04:00:00Z,"alternative dance,electropop,indietronica,neo-synthpop,shimmer pop,swedish electropop,swedish indie pop,swedish synthpop",0.665,0.793,5,-3.888,0,0.0302,0.0166,0.000215,0.113,0.475,135.011,4
0cahtHEywK64NSWqm2SDTi,"1rCIEwPp5OnXW0ornlSsRl","Help I'm Alive","Fantasies","Metric",2009-05-02,286013,60,spotify:user:,2024-07-03T04:00:00Z,"canadian indie,canadian rock,indie rock,indietronica,metropopolis,neo-synthpop",0.57,0.884,5,-4.55,0,0.0601,0.00826,0.00322,0.364,0.405,118.485,4
