Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2rk0lCpO1vkKAQ6BC8bjUX,"Jazz","The Water (S)","Mick Jenkins",2014-08-12,260160,48,dkim3530,2024-09-24T21:07:08Z,"alternative hip hop,alternative r&b,chicago rap,conscious hip hop,drill,underground hip hop","Cinematic Music Group",0.636,0.61,8,-9.665,1,0.119,0.25,0.000121,0.113,0.296,125.227,3
2B0IKinesIlC2t7R0YnOo8,"Scottie 2 Hottie","Two-9 Forever","Curtis Williams,Two-9,Key!",2012-07-05,156731,16,dkim3530,2024-09-24T21:07:08Z,"underground hip hop,atl hip hop","Palette Records, LLC",0.737,0.619,1,-10.18,1,0.0375,0.0934,0.000656,0.303,0.227,125.078,4
7FAFkQQZFeNwOFzTrSDFIh,"The Spins","K.I.D.S. (Deluxe)","Mac Miller,Empire Of The Sun",2010-08-13,195873,83,dkim3530,2024-09-24T21:07:08Z,"hip hop,pittsburgh rap,rap,australian dance,australian electropop,dance rock,indietronica,neo-synthpop","Rostrum Records",0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.006,4
175j3JvvIgpYzlcdg7YNmX,"Look at Wrist (feat. ILOVEMAKONNEN & Key!)","Young Hot Ebony","Father,ILOVEMAKONNEN,KEY!",2014-09-01,213750,32,dkim3530,2024-09-24T21:07:08Z,"underground hip hop,atl hip hop,lgbtq+ hip hop,trap,atl trap","Awful Records",0.882,0.525,0,-7.685,1,0.0778,0.00678,0.0000436,0.133,0.267,127.978,4
6GgPsuz0HEO0nrO2T0QhDv,"No Hands (feat. Roscoe Dash & Wale)","No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame,Roscoe Dash,Wale",2010-09-06,263773,54,dkim3530,2024-09-24T21:07:08Z,"atl hip hop,dirty south rap,pop rap,rap,southern hip hop,trap,futuristic swag,r&b","Asylum/Warner Records",0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,4
656J61xunZ9Lw4vkywVVU2,"Spend It (feat. T.I.)","T.R.U. REALigion (Anniversary Edition)","2 Chainz,T.I.",2021-11-05,224506,28,dkim3530,2024-09-24T21:07:08Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,dirty south rap,gangster rap","2 Chainz",0.812,0.815,1,-6.347,1,0.337,0.0862,0,0.357,0.623,138.495,4
518ZPWZSZmC25u0W9Xve1o,"Canal","So It Goes","RATKING",2014-04-07,183065,18,dkim3530,2024-09-24T21:07:08Z,"escape room","HXC Recordings",0.505,0.852,2,-2.64,0,0.071,0.000116,0.0212,0.514,0.398,135.156,4
56JJPu17vw3E0U7oBuUDRh,"Herb Shuttles","Indigoism","The Underachievers",2013-07-19,195480,40,dkim3530,2024-09-24T21:07:08Z,"psychedelic hip hop,underground hip hop","Seeker Music",0.653,0.758,10,-6.858,0,0.33,0.838,0,0.118,0.314,138.001,4
2hO8mzoi0s0h7hP8o7CNAV,"Still Livin'","Baby Face Killa","Freddie Gibbs",2012-09-25,197712,46,dkim3530,2024-09-24T21:07:08Z,"alternative hip hop,hip hop,indiana hip hop,rap,underground hip hop","ESGN",0.622,0.88,2,-3.629,1,0.153,0.287,0,0.265,0.707,140.135,4
613KmeuXIuqBM0plNinzUh,"I'm God","6 Kiss","Lil B",2009-12-22,276000,57,dkim3530,2024-09-24T21:07:08Z,"cloud rap,underground hip hop","Basedworld Records",0.516,0.788,2,-4.899,1,0.458,0.0784,0,0.0736,0.19,142.207,4
0jV0I1EYNq9gqrlmcySsY8,"The Black God","Mysterious Phonk: The Chronicles of SpaceGhostPurrp","SpaceGhostPurrp",2012-06-11,214440,23,dkim3530,2024-09-24T21:07:08Z,"cloud rap,miami hip hop,phonk,underground hip hop","4AD",0.653,0.639,6,-11.392,1,0.299,0.494,0.00674,0.16,0.258,73.02,4
69jqKUauM2XyKBQ6eOZzB6,"Werkin' Girls","New York EP","Angel Haze",2012-01-01,189530,36,dkim3530,2024-09-24T21:07:08Z,"alternative r&b,escape room,hip pop,lgbtq+ hip hop,native american hip hop,transpop,trap queen","Universal-Island Records Ltd.",0.651,0.876,8,-7.033,1,0.357,0.135,0,0.224,0.736,76.166,4
1nwkSqzTyXBk6XF796EOav,"Yonkers","Goblin","Tyler, The Creator",2011-05-09,249333,61,dkim3530,2024-09-24T21:07:08Z,"hip hop,rap","XL Recordings",0.712,0.759,11,-5.397,1,0.334,0.0161,0.0808,0.217,0.738,79.102,4
25ypHCQpDX2nrDFly7eZLZ,"Bonfire","Camp","Childish Gambino",2011-11-15,192946,70,dkim3530,2024-09-24T21:07:08Z,"atl hip hop,hip hop,rap","Glassnote Entertainment Group LLC",0.506,0.745,1,-6.041,1,0.332,0.0594,0,0.373,0.284,161.798,4
1DbeslBYnckTqqTcc1Y2Tg,"New God Flow","New God Flow","Pusha T,Kanye West",2012-01-01,294906,48,dkim3530,2024-09-24T21:07:08Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,virginia hip hop,chicago rap","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.493,0.914,3,-2.963,0,0.386,0.393,0,0.353,0.519,173.694,4
2s3UWNC28a7WhjCObW4Xm0,"Recoup","Fathers Are the Curse","KEY!,Jace",2013-10-16,174973,13,dkim3530,2024-09-24T21:07:08Z,"atl trap,underground hip hop","Elloh Worldwide/Blak Cat Music Group",0.811,0.635,6,-8.946,1,0.0488,0.0813,0,0.27,0.667,132.982,4
1ztp8ohDWKgTq8rdhAlcHi,"Letter To My Son","Letter To My Son","Don Trip,CeeLo Green",2011-01-01,240480,26,dkim3530,2024-09-24T21:07:08Z,"memphis hip hop,atl hip hop,pop rap","Epidemic/First Family/Interscope",0.457,0.881,4,-4.326,1,0.374,0.117,0,0.209,0.795,79.995,4
6xNjKjNStlwVHP7igLq89T,"Fat Raps","Fat Raps","Chip Tha Ripper",2015-12-11,200960,20,dkim3530,2024-09-24T21:07:08Z,"ohio hip hop","Open On Sunday",0.809,0.424,4,-9.986,0,0.319,0.04,0,0.0385,0.628,76.912,4
1mFxMJ2UZGFow4sx75vJ6Z,"Regulate","Above The Rim (Original Motion Picture Soundtrack) [Deluxe Edition]","Warren G,Nate Dogg",1994-03-22,250013,51,dkim3530,2024-09-24T21:08:11Z,"g funk,gangster rap,hardcore hip hop,hip hop,west coast rap","Death Row Records/gamma.",0.758,0.796,4,-7.98,0,0.148,0.352,0.0000275,0.105,0.785,95.831,4
2P3SLxeQHPqh8qKB6gtJY2,"Poetic Justice","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,Drake",2012,300160,72,dkim3530,2024-09-24T21:08:11Z,"conscious hip hop,hip hop,rap,west coast rap,canadian hip hop,canadian pop,pop rap","Aftermath",0.778,0.569,6,-9.985,0,0.378,0.158,0,0.246,0.642,135.958,4
5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself","Curtain Call: The Hits (Deluxe Edition)","Eminem",2005-12-06,326466,77,dkim3530,2024-09-24T21:08:11Z,"detroit hip hop,hip hop,rap","Aftermath",0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,4
2igwFfvr1OAGX9SKDCPBwO,"Empire State Of Mind","The Blueprint 3","JAY-Z,Alicia Keys",2009-09-08,276920,81,dkim3530,2024-09-24T21:08:11Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,neo soul,pop,r&b","Roc Nation / Jay-Z",0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,4
4svCVV4VHEL3Z4efES868h,"Go DJ","Tha Carter","Lil Wayne",2004-01-01,281826,61,dkim3530,2024-09-24T21:08:11Z,"hip hop,new orleans rap,pop rap,rap,trap","CM/Republic",0.736,0.792,6,-3.137,1,0.146,0.0617,0,0.223,0.699,157.955,4
2g8HN35AnVGIk7B8yMucww,"Big Poppa - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.",1994-09-13,252746,79,dkim3530,2024-09-24T21:08:11Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap","Bad Boy Records",0.78,0.575,9,-7.247,0,0.273,0.43,0,0.143,0.773,84.492,4
0Z2J91b2iTGLVTZC4fKgxf,"Hit 'Em Up - Single Version","Greatest Hits","2Pac,Outlawz",1998-01-01,312626,79,dkim3530,2024-09-24T21:08:11Z,"g funk,gangster rap,hip hop,rap,west coast rap","2Pac Greatest Hits",0.916,0.844,7,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,4
5Sm1X46tna50RstHZvw072,"Bitch Please","No Limit Top Dogg","Snoop Dogg,Xzibit",1999-01-01,234533,63,dkim3530,2024-09-24T21:08:11Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,detroit hip hop,hardcore hip hop","Priority Records",0.869,0.697,7,-4.639,1,0.187,0.00838,0,0.297,0.804,95.03,4
7LR85XLWw2yXqKBSI5brbG,"Run This Town","The Blueprint 3","JAY-Z,Rihanna,Kanye West",2009-09-08,267520,77,dkim3530,2024-09-24T21:08:11Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,barbadian pop,pop,urban contemporary,chicago rap","Roc Nation / Jay-Z",0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,4
7dltD9eEX7X1zk8JJ9BS0e,"Superstar (feat. Matthew Santos)","Lupe Fiasco's The Cool","Lupe Fiasco,Matthew Santos",2007-01-01,289000,68,dkim3530,2024-09-24T21:08:11Z,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop","1st & 15th/Atlantic",0.572,0.822,11,-6.015,0,0.361,0.207,0,0.359,0.472,94.812,4
6Jd15lvi1LXBbPGhP5wlVB,"You Can't Stop The Reign (feat. The Notorious B.I.G.)","You Can't Stop The Reign (feat. The Notorious B.I.G.)","Shaquille O'Neal,The Notorious B.I.G.",2024-06-14,280000,49,dkim3530,2024-09-24T21:08:11Z,"new jersey rap,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap","Jersey Legends Productions",0.448,0.603,11,-11.708,0,0.279,0.635,0,0.389,0.599,79.344,1
3yfqSUWxFvZELEM4PmlwIR,"The Real Slim Shady","The Marshall Mathers LP","Eminem",2000-05-23,284200,85,dkim3530,2024-09-24T21:08:11Z,"detroit hip hop,hip hop,rap","Interscope",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
4ljDnzzqwnRIynr1g55um4,"On To The Next One","The Blueprint 3","JAY-Z,Swizz Beatz",2009-09-08,256133,55,dkim3530,2024-09-24T21:08:11Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,battle rap,dirty south rap,southern hip hop,trap","Roc Nation / Jay-Z",0.546,0.908,10,-1.655,0,0.417,0.215,0.00000947,0.107,0.59,116.885,5
4wEbikMfcSFAukCbbL06si,"No Vaseline","Death Certificate","Ice Cube",1991-10-29,313546,67,dkim3530,2024-09-24T21:08:11Z,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap","Priority Records",0.575,0.927,4,-5.511,0,0.395,0.0383,0,0.0623,0.473,105.567,4
2KFg8kjYy0rYjWsXGhEQHN,"Who Shot Ya? - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.",1994-09-13,319360,65,dkim3530,2024-09-24T21:08:11Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap","Bad Boy Records",0.831,0.682,7,-5.697,1,0.238,0.256,0,0.494,0.6,91.771,4
21NA5Zggba7pyACm25h6k4,"Fuck Wit Dre Day (And Everybody's Celebratin')","The Chronic","Dr. Dre,Snoop Dogg,RBX,Jewell",1992-12-15,291053,64,dkim3530,2024-09-24T21:08:11Z,"g funk,gangster rap,hip hop,rap,west coast rap,pop rap","ARY, Inc. under exclusive license to Interscope Records",0.587,0.858,6,-3.516,1,0.225,0.0419,0,0.322,0.527,93.855,4
0Fv6CfegUbD5Egs0dj8CVB,"My Name Is","The Slim Shady LP (Expanded Edition)","Eminem",1999-02-23,268400,60,dkim3530,2024-09-24T21:08:11Z,"detroit hip hop,hip hop,rap","Aftermath",0.845,0.682,9,-6.245,0,0.339,0.052,0,0.0931,0.813,85.561,4
3Eu9XFVhLlcF0DpVYzONFk,"Bring It Back","Tha Carter","Lil Wayne,Mannie Fresh",2004-01-01,261213,48,dkim3530,2024-09-24T21:08:11Z,"hip hop,new orleans rap,pop rap,rap,trap,bounce,dirty south rap","CM/Republic",0.826,0.695,7,-4.42,1,0.174,0.0268,0,0.11,0.555,85.974,4
0CAJdthKDdRjB2h8YOguN6,"What You Know","King","T.I.",2006-03-26,274333,62,dkim3530,2024-09-24T21:08:11Z,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap","Grand Hustle, LLC",0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,4
2VqjCBJ4AxpDTrNRKhL0Pw,"You Owe Me (feat. Ginuwine)","Nastradamus","Nas,Ginuwine",1999-11-23,287906,55,dkim3530,2024-09-24T21:08:11Z,"conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap,contemporary r&b,hip pop,r&b,urban contemporary","Columbia",0.867,0.487,1,-14.044,1,0.266,0.167,0,0.108,0.696,110.026,4
14uUTfHIwIp587cz13UI5A,"Down 4 My N's","No Limit Top Dogg","Snoop Dogg,C-Murder,Magic",1999-01-01,226800,52,dkim3530,2024-09-24T21:08:11Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,crunk,dirty south rap,new orleans rap,bounce","Priority Records",0.831,0.765,6,-5.661,0,0.273,0.0412,0,0.352,0.523,90.995,4
06UPCXzhIsXnceSXmKLMEY,"Ether","Stillmatic","Nas",2001-12-18,277706,57,dkim3530,2024-09-24T21:08:11Z,"conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap","Columbia",0.573,0.831,7,-5.586,1,0.433,0.0401,0,0.0909,0.766,76.352,4
3DK6m7It6Pw857FcQftMds,"Runaway","My Beautiful Dark Twisted Fantasy","Kanye West,Pusha T",2010-11-22,547733,81,dkim3530,2024-09-24T21:08:11Z,"chicago rap,hip hop,rap,gangster rap,pop rap,southern hip hop,trap,virginia hip hop","Roc-A-Fella",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
2tOZtdbkAMQASWokLvSlzj,"Overnight Celebrity (feat. Miri Ben-Ari)","Kamikaze","Twista,Miri Ben-Ari",2004-01-27,233360,66,dkim3530,2024-09-24T21:08:11Z,"chicago rap,dirty south rap,gangster rap,trap,pop violin","Atlantic Records",0.828,0.792,10,-5.435,0,0.179,0.182,0,0.281,0.777,134.199,4
3QLjDkgLh9AOEHlhQtDuhs,"Best I Ever Had","So Far Gone","Drake",2009,257690,75,dkim3530,2024-09-24T21:08:11Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap","Young Money/Cash Money Records",0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,4
2pMAmZdHfQHyqJCXJbfhK3,"Southernplayalisticadillacmuzik","Southernplayalisticadillacmuzik","Outkast",1994-04-26,317506,53,dkim3530,2024-09-24T21:08:11Z,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop","Arista/LaFace Records",0.691,0.834,10,-5.802,0,0.225,0.0161,0,0.0559,0.579,172.387,4
19OHDib8Jrqi3o2nm5lzdA,"My Nigga","My Krazy Life","YG,Jeezy,Rich Homie Quan",2014-03-18,235632,67,dkim3530,2024-09-24T21:08:11Z,"cali rap,hip hop,pop rap,rap,southern hip hop,trap,atl hip hop,crunk,dirty south rap,gangster rap,old school atlanta hip hop","Def Jam Recordings",0.678,0.479,10,-6.959,0,0.206,0.0812,0,0.207,0.762,171.12,4
0iFOG4Ki9aDmJUYUFHQlPG,"Frontin' (feat. JAY-Z) - Club Mix","The Neptunes Present... Clones","Pharrell Williams,JAY-Z",2003-08-19,236506,64,dkim3530,2024-09-24T21:08:11Z,"dance pop,pop,east coast hip hop,gangster rap,hip hop,pop rap,rap","Arista",0.894,0.404,9,-5.913,0,0.13,0.453,0.00000157,0.0801,0.759,102.009,4
5SkRLpaGtvYPhw02vZhQQ9,"All Falls Down","The College Dropout","Kanye West,Syleena Johnson",2004-02-10,223506,81,dkim3530,2024-09-24T21:08:11Z,"chicago rap,hip hop,rap,contemporary r&b,neo soul,r&b,urban contemporary","Roc-A-Fella",0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,4
3EjmNhVqZ4FjK8ZyVKWKM6,"Back Down","Get Rich Or Die Tryin'","50 Cent",2003-02-06,243013,51,dkim3530,2024-09-24T21:08:11Z,"east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap","Shady Records",0.784,0.633,2,-2.388,1,0.17,0.262,0.00000584,0.0743,0.227,89.017,4
1dHJETCn2X1R1YwVlMvSza,"Wanna Get To Know You","Beg For Mercy","G-Unit,Joe",2003-01-01,265026,63,dkim3530,2024-09-24T21:08:11Z,"gangster rap,hardcore hip hop,hip hop,nyc rap,pop rap,queens hip hop,rap,southern hip hop,contemporary r&b,r&b,urban contemporary","G-Unit Records",0.513,0.826,10,-3.651,0,0.132,0.106,0,0.0675,0.889,76.91,1
6NwhtCYkfwWlcR62Ac4E7y,"Successful (feat. Trey Songz & Lil Wayne)","So Far Gone","Drake,Trey Songz,Lil Wayne",2009,375050,58,dkim3530,2024-09-24T21:08:11Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,dance pop,r&b,southern hip hop,trap,urban contemporary,new orleans rap","Young Money/Cash Money Records",0.562,0.544,8,-5.065,1,0.369,0.536,0,0.17,0.231,159.517,4
5g1vtHqi9uV7xtYeCcFOBx,"Jesus Walks","The College Dropout","Kanye West",2004-02-10,193733,70,dkim3530,2024-09-24T21:08:11Z,"chicago rap,hip hop,rap","Roc-A-Fella",0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,4
0q7LGcVSpsIoSbjChtZ8lI,"Uptown (feat. Bun B & Lil Wayne)","So Far Gone","Drake,Bun B,Lil Wayne",2009,382262,58,dkim3530,2024-09-24T21:08:11Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,dirty south rap,houston rap,new orleans rap,trap","Young Money/Cash Money Records",0.416,0.824,1,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,5
3jlbL2OTD5YmIunYzgQTAN,"Live Your Life","Paper Trail","T.I.,Rihanna",2008-09-07,338853,73,dkim3530,2024-09-24T21:08:11Z,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,barbadian pop,pop,urban contemporary","Grand Hustle, LLC",0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,4
4E5IFAXCob6QqZaJMTw5YN,"Poppin' Them Thangs","Beg For Mercy","G-Unit",2003-01-01,240800,70,dkim3530,2024-09-24T21:08:11Z,"gangster rap,hardcore hip hop,hip hop,nyc rap,pop rap,queens hip hop,rap,southern hip hop","G-Unit Records",0.769,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,88.017,4
2CtCwQhY0ZLvr8L2l8Bo6e,"Stand Up","Chicken - N - Beer","Ludacris,Shawnna",2003-01-01,213760,60,dkim3530,2024-09-24T21:08:11Z,"atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap,chicago rap,hip pop","Def Jam South",0.751,0.84,6,-4.855,1,0.349,0.367,0,0.0916,0.801,99.057,4
4P7VFiaZb3xrXoqGwZXC3J,"Lollipop","Tha Carter III","Lil Wayne,Static Major",2008-06-10,299333,68,dkim3530,2024-09-24T21:08:11Z,"hip hop,new orleans rap,pop rap,rap,trap","CM/Republic",0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,4
0zO8ctW0UiuOefR87OeJOZ,"Collard Greens","Oxymoron (Deluxe)","ScHoolboy Q,Kendrick Lamar",2014-01-01,299960,76,dkim3530,2024-09-24T21:08:11Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,conscious hip hop,west coast rap","Schoolboy Q",0.825,0.573,11,-4.872,1,0.0638,0.0255,0.00000919,0.205,0.66,153.956,4
5g9lS8deSIxItFBmZRC4vN,"Ambitionz Az A Ridah","All Eyez On Me","2Pac",1996-02-13,278386,76,dkim3530,2024-09-24T21:08:11Z,"g funk,gangster rap,hip hop,rap,west coast rap","Amaru Entertainment, Inc./Interscope Records",0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,4
0eEXcw3JLVXcRxYrVYMy68,"Electric Relaxation","The Anthology","A Tribe Called Quest",1999-10-26,226133,67,dkim3530,2024-09-24T21:09:02Z,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,jazz rap,queens hip hop","Jive",0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,4
0uEp9E98JB5awlA084uaIg,"Doo Wop (That Thing)","The Miseducation of Lauryn Hill","Ms. Lauryn Hill",1998-08-25,320266,76,dkim3530,2024-09-24T21:09:02Z,"alternative r&b,conscious hip hop,hip hop,neo soul,new jersey rap,r&b","Ruffhouse/Columbia",0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,4
2qOm7ukLyHUXWyR4ZWLwxA,"It Was A Good Day","The Predator","Ice Cube",1992-11-17,260000,79,dkim3530,2024-09-24T21:09:02Z,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap","Priority Records",0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,4
7qHAjAL7CpadaZLamuBZRm,"Thuggish Ruggish Bone","Creepin on Ah Come Up","Bone Thugs-N-Harmony",1994-06-21,281773,71,dkim3530,2024-09-24T21:09:02Z,"gangster rap,hip hop,ohio hip hop,rap","Ruthless Records",0.683,0.74,11,-6.041,0,0.0462,0.00228,0,0.238,0.65,129.515,4
4AE7Lj39VnSZNOmGH2iZaq,"Do For Love","R U Still Down? [Remember Me]","2Pac",1997-01-01,281600,73,dkim3530,2024-09-24T21:09:02Z,"g funk,gangster rap,hip hop,rap,west coast rap","Interscope",0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95,4
53oWwSxPuyH2cjYKXH8fgO,"Get Money","Conspiracy (PA)","Junior M.A.F.I.A.",1995-08-22,274937,62,dkim3530,2024-09-24T21:09:02Z,"dirty south rap,east coast hip hop","Big Beat Records",0.736,0.828,11,-5.835,0,0.284,0.477,0,0.251,0.899,91.224,4
0PV1TFUMTBrDETzW6KQulB,"93 'Til Infinity","93 'til Infinity","Souls Of Mischief",1993-02-13,286440,68,dkim3530,2024-09-24T21:09:02Z,"alternative hip hop,hardcore hip hop,hip hop,jazz rap","Jive",0.59,0.672,1,-11.792,1,0.412,0.125,0.00000104,0.147,0.688,206.247,4
3GKL13lkM5nRc4zC1lIOrR,"Still Not a Player (feat. Joe) - Radio Version","Capital Punishment","Big Pun,Joe",1998-04-28,236800,72,dkim3530,2024-09-24T21:09:02Z,"bronx hip hop,east coast hip hop,hardcore hip hop,contemporary r&b,r&b,urban contemporary","LOUD Records",0.9,0.62,4,-6.518,0,0.312,0.2,0.00156,0.0647,0.867,94.121,4
2Ih217RCGAmyQR68Nn7Cqo,"You Know How We Do It","Lethal Injection","Ice Cube",1993-12-07,232773,75,dkim3530,2024-09-24T21:09:02Z,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap","Priority Records",0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4
3LklW07tvdx2AHsgfi1Mng,"I Wish","I Wish","Skee-Lo",1995-09-02,249293,63,dkim3530,2024-09-24T21:09:02Z,"west coast rap","Legacy Recordings",0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,4
0XRbYXQUymj9SJkrr8YK5B,"Keep Ya Head Up","Strictly 4 My N.I.G.G.A.Z...","2Pac",1993-02-16,262506,67,dkim3530,2024-09-24T21:09:02Z,"g funk,gangster rap,hip hop,rap,west coast rap","Interscope",0.598,0.732,4,-7.013,1,0.425,0.144,0,0.508,0.595,172.329,4
17larILaMHwsprsMFnYI77,"Big Poppa - 2005 Remaster","Bad Boy's 10th Anniversary- The Hits","The Notorious B.I.G.",2004-03-09,249840,58,dkim3530,2024-09-24T21:09:02Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap","Bad Boy Records",0.73,0.608,9,-6.417,0,0.295,0.301,0,0.207,0.753,84.555,4
4G3dZN9o3o2X4VKwt4CLts,"Passin' Me By","Bizarre Ride II The Pharcyde","The Pharcyde",1992-11-24,303493,67,dkim3530,2024-09-24T21:09:02Z,"alternative hip hop,hardcore hip hop,hip hop,jazz rap,west coast rap","The Bicycle Music Company",0.759,0.756,4,-8.145,0,0.266,0.0903,0.00000236,0.265,0.613,87.059,4
4HfxDJ0uLHTLe0fZrx0MbQ,"Check the Rhime","The Low End Theory","A Tribe Called Quest",1991-09-24,216693,64,dkim3530,2024-09-24T21:09:02Z,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,jazz rap,queens hip hop","Jive",0.881,0.361,11,-14.727,0,0.237,0.0503,0.0046,0.254,0.797,96.43,4
2CPturRUlpvirYr7VpkXCV,"It Ain't Hard to Tell","Illmatic","Nas",1994-04-19,202106,65,dkim3530,2024-09-24T21:09:02Z,"conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap","Columbia",0.69,0.729,11,-5.819,0,0.221,0.000017,0.0431,0.152,0.357,91.376,4
4pdLZsxq0y5oJDb6Cxlokw,"You Got Me","Things Fall Apart","The Roots,Tariq Trotter,Erykah Badu,Eve",1999-02-23,259306,66,dkim3530,2024-09-24T21:09:02Z,"conscious hip hop,east coast hip hop,hip hop,philly rap,political hip hop,afrofuturism,alternative r&b,neo soul,r&b,contemporary r&b,dance pop,hip pop,urban contemporary","Geffen",0.729,0.442,11,-8.108,0,0.285,0.151,0,0.189,0.757,81.029,4
4INDiWSKvqSKDEu7mh8HFz,"Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster","Life After Death (2014 Remastered Edition)","The Notorious B.I.G.,Mase,Diddy",1997-03-04,257399,73,dkim3530,2024-09-24T21:09:02Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,contemporary r&b,harlem hip hop,hip pop,r&b,southern hip hop,urban contemporary,dance pop,pop rap","Rhino Atlantic",0.845,0.884,6,-4.506,0,0.0759,0.0128,0.0000021,0.203,0.904,104.536,4
119c93MHjrDLJTApCVGpvx,"C.R.E.A.M. (Cash Rules Everything Around Me)","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","Wu-Tang Clan",1993-11-09,252026,73,dkim3530,2024-09-24T21:09:02Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap","RCA Records Label",0.512,0.514,11,-11.562,0,0.387,0.555,0.00958,0.126,0.565,181.033,4
4voEoczU7Ijborps9XF1n3,"I Get Around","Strictly 4 My N.I.G.G.A.Z...","2Pac,Digital Underground",1993-02-16,259000,66,dkim3530,2024-09-24T21:09:02Z,"g funk,gangster rap,hip hop,rap,west coast rap,conscious hip hop,hardcore hip hop","Interscope",0.846,0.416,10,-13.767,0,0.118,0.156,0.00000934,0.238,0.645,96.188,4
